LifeExp,Developed,Mortality,BMI,Alcohol,Polio,HIV,GDP,IDHComp,School,InfDeaths,Population
83,Yes,62,26.9,6.9,98,0.1,4457.67639,0.879,15.1,3,0.001287
83,Yes,64,26.4,7.09,99,0.1,4855.17564,0.881,15,3,0.012847
82.7,Yes,66,25.9,7.11,98,0.1,39339.29757,0.88,15,3,0.012863
82.6,Yes,67,25.4,7.29,97,0.1,35275.22843,0.877,15,3,0.001281
82.4,Yes,68,24.9,7.49,95,0.1,35433.98896,0.873,14.9,3,0.127854
82,Yes,69,24.4,7.99,95,0.1,37217.64873,0.87,14.9,3,0.127773
82.1,Yes,68,23.8,7.7,97,0.1,37688.72234,0.866,14.8,3,0.127761
81.9,Yes,7,23.4,7.83,97,0.1,3488.3992,0.863,14.8,3,0.127718
81.8,Yes,7,22.9,7.87,89,0.1,32289.3554,0.86,14.7,3,0.127445
81.5,Yes,72,22.5,8.03,81,0.1,33846.46564,0.856,14.6,4,0.127149
81.1,Yes,74,22.2,7.97,98,0.1,38532.488,0.852,14.5,4,0.126843
74,No,113,64.8,0.41,98,0.1,466.94775,0.737,13.1,4,0.088936
73.9,No,114,64,0.4,98,0.1,3992.86717,0.737,13.1,4,8.413464
73.7,No,115,63.2,0.41,98,0.1,387.753211,0.735,12.9,4,7.992573
73.6,No,116,62.4,0.43,98,0.1,387.324145,0.737,13.1,4,7.574943
73.4,No,117,61.7,0.51,98,0.1,3679.19275,0.739,13.2,4,0.718239
73.3,No,118,6.9,0.59,98,0.1,3492.1396,0.742,13.6,4,6.821116
73.1,No,119,6.1,0.61,98,0.1,3385.69665,0.739,13.6,4,6.489822
73,No,12,59.3,0.6,98,0.1,2762.86354,0.736,13.6,4,6.193191
72.8,No,121,58.6,0.59,98,0.1,2537.349,0.733,13.7,4,5.934232
72.4,No,127,57.8,0.55,95,0.1,223.83787,0.73,13.8,4,5.714111
72.5,No,125,57,0.54,95,0.1,261.456882,0.723,13.5,4,5.535595
72.3,No,127,56.3,0.54,97,0.1,1889.213962,0.717,13.2,4,5.396774
72.1,No,129,55.5,0.54,95,0.1,1812.288374,0.712,13,4,5.287488
71.9,No,131,54.8,0.55,97,0.1,1728.2659,0.706,12.7,4,5.193482
71.7,No,133,54,0.49,94,0.1,1657.889256,0.7,12.6,4,0.051313
69.9,No,22,52.3,6.29,95,0.1,1286.56511,0.789,15,5,17.289224
69.5,No,28,51.4,6.48,98,0.1,1389.8561,0.782,15,5,1.735275
69.1,No,214,5.6,6.82,98,0.1,12387.18982,0.774,14.7,6,16.791425
68.5,No,224,49.9,6.63,99,0.1,11634.42422,0.766,14.4,7,0.165566
67.8,No,236,49.2,6.83,98,0.1,97.649972,0.763,14.5,7,16.321581
67.8,No,235,48.5,6.64,99,0.1,7165.2775,0.758,14.6,7,0.169271
66.6,No,258,47.9,7.6,99,0.1,8513.564645,0.758,14.6,8,0.015674
65.3,No,288,47.3,7.44,94,0.1,6771.414797,0.754,14.7,8,15.484192
65,No,295,46.8,7.08,99,0.1,5291.57565,0.747,14.3,8,0.153884
64.6,No,294,46.3,6.94,99,0.1,3771.278957,0.737,13.9,8,1.514729
64.7,No,287,45.8,6.55,99,0.1,2874.288291,0.725,13.5,8,1.512985
64.4,No,282,45.3,6.58,99,0.1,268.123657,0.714,13.1,8,0.149918
64.7,No,276,44.8,5.99,95,0.1,1658.31146,0.7,12.7,8,14.858948
64.4,No,284,44.4,5.75,95,0.1,149.926751,0.685,12.3,8,14.858335
63.9,No,292,43.9,6,96,0.1,1229.958,0.676,12.1,9,14.883626
62.9,No,255,21.3,0.01,93,2.9,1335.6458,0.546,11.1,56,0.462425
62.6,No,258,2.7,1.84,94,3,1229.114798,0.541,11.1,58,44.826849
62.1,No,263,2.1,1.81,94,3,1155.2582,0.536,11.1,59,43.646629
61.2,No,278,19.5,1.8,97,3.4,987.4453967,0.53,11.1,60,42.486839
63,No,294,18.9,1.73,9,4.3,967.34773,0.523,11.1,61,4.135152
59.1,No,317,18.4,1.86,89,5,92.816252,0.514,10.7,62,0.423724
57.9,No,339,17.9,1.71,88,6.4,916.8992515,0.506,10.4,64,39.148416
56.8,No,356,17.3,1.97,76,9.1,839.181117,0.494,10.1,66,0.38859900000000003
55.3,No,388,16.9,1.76,77,10.3,697.66385,0.483,9.7,68,0.037525
54.1,No,412,16.4,1.82,7,11.6,519.7999346,0.474,9.6,70,3.648288
53,No,432,15.9,1.43,73,13.2,458.8843551,0.461,8.9,72,3.574931
52.4,No,437,15.5,1.49,75,14.5,436.6875357,0.45,8.2,74,3.413852
52.1,No,437,15.1,1.66,83,15.7,395.8493511,0.451,8.5,76,0.332149
51.9,No,434,14.7,1.63,77,16.9,41.7763612,0.447,8.4,77,32.321482
51.9,No,428,14.4,1.51,8,18.1,43.9797132,0.448,8.4,77,3.145483
66.1,No,2,77.1,0.01,79,0.1,1684.54274,0.597,11.9,0,0.011458
65.8,No,22,76.7,0.01,91,0.1,1724.361737,0.589,11.9,0,0.018535
65.7,No,24,76.2,0.01,92,0.1,1763.815497,0.581,11.9,0,0.016613
65.5,No,26,75.7,0.53,95,0.1,1692.613277,0.585,11.9,0,0.014656
65.3,No,27,75.2,0.48,95,0.1,1493.1651,0.584,11.9,0,0.012652
65.2,No,28,74.6,0.54,84,0.1,1297.285141,0.576,11.9,0,0.001568
65.1,No,21,74.1,0.46,74,0.1,1413.3234,0.572,11.6,0,0.009844
65,No,211,73.4,0.68,93,0.1,1357.632211,0.574,11.8,0,0.096311
65,No,212,72.8,0.76,86,0.1,1151.555618,0.576,12.1,0,0.009426
64.9,No,213,72.1,0.6,74,0.1,1214.556667,0,12.2,0,0.092325
64.8,No,214,71.4,0.48,61,0.1,113.6286,0,12.4,0,0.009542
64.7,No,215,7.6,0.5,79,0.1,115.3865,0,11.6,0,0.088895
64.6,No,217,69.7,0.49,96,0.1,826.58554,0,11.7,0,0.087343
64.3,No,219,68.8,0.6,88,0.1,734.9492461,0,10.4,0,0.085858
64.1,No,222,67.9,0.46,9,0.1,796.7937634,0,10,0,0.008446
74.4,Yes,156,6.7,0.01,92,0.1,15725.1374,0.822,16,0,1.993782
74.1,Yes,161,6.2,10.37,94,0.1,1532.22924,0.814,15.4,0,0.212647
73.8,Yes,163,59.8,10.21,91,0.1,13822.8559,0.812,15.5,0,0.234319
73.6,Yes,169,59.4,10.14,92,0.1,1372.68947,0.81,15.8,0,0.025979
72.8,Yes,18,58.9,9.8,92,0.1,11326.21947,0.815,16,0,0.297555
72.6,Yes,184,58.5,9.85,94,0.1,12219.37379,0.821,16.4,0,2.141669
71.9,Yes,199,58.1,11.84,94,0.1,16348.53121,0.819,16.3,0,2.177322
78,Yes,221,57.7,12.12,94,0.1,1444.1589,0.814,16.2,0,0.022325
75,Yes,229,57.4,10.4,96,0.1,9667.9757,0.807,16.2,0,2.218357
76,Yes,216,57,9.92,99,0.1,7558.7426,0.791,15.9,0,2.238799
71,Yes,26,56.6,8.81,99,0.1,6351.8125,0.776,15.5,0,2.263122
78,Yes,29,56.3,8.24,98,0.1,5134.95694,0.761,15.2,0,2.287955
73,Yes,219,56,7.44,98,0.1,4132.34927,0.746,14.8,0,0.231173
69.9,Yes,228,55.7,6.68,97,0.1,3572.8513,0.728,14.2,0,0.233717
71,Yes,218,55.4,7.13,96,0.1,3352.731296,0.716,13.7,0,0.236755
74.8,No,99,65.4,1.32,75,0.1,8161.4614,0.763,13.3,1,0.563279
74.9,No,97,64.9,1.29,75,0.1,846.285153,0.766,13.3,1,0.527612
75,No,93,64.4,1.53,75,0.1,8787.94668,0.763,13.3,1,0.491644
75,No,93,64,1.57,75,0.1,8734.9653,0.758,13.2,1,4.588368
74.9,No,94,63.5,1.58,75,0.1,8763.826274,0.752,13.3,1,4.337141
74.7,No,95,63,1.62,75,0.1,84.268878,0.746,13.2,1,4.183156
74.5,No,98,62.5,1.67,75,0.1,712.775759,0.74,13.1,1,0.411147
74.4,No,98,61.9,1.72,75,0.1,614.271115,0.731,12.9,1,0.486466
74.1,No,1,61.4,1.82,75,0.1,5372.65899,0.733,13.2,1,0.045735
73.9,No,11,6.8,1.94,74,0.1,5339.441291,0,13.7,1,3.986852
73.7,No,13,6.2,2.1,74,0.1,5424.22356,0,14.2,1,3.863267
73.5,No,15,59.7,2.19,74,0.1,5425.6697,0,14.8,1,0.371464
73.2,No,17,59.1,1.98,77,0.1,5436.595223,0,15.2,1,3.522837
73,No,11,58.6,2.19,8,0.1,5253.122599,0,15,1,3.359859
72.7,No,112,57.9,2.26,83,0.1,5334.93329,0,14.9,1,3.235366
52.1,No,522,32,0.01,9,9.4,1174.839214,0.491,10.8,4,2.145785
52.1,No,518,31.4,0.01,9,9.6,1196.1335,0.484,11.1,4,2.117361
52.2,No,513,3.8,0.01,93,9,1281.516,0.479,11,4,0.289928
52.3,No,52,3.2,2.39,95,10.5,1352.38433,0.469,11,4,0.264166
51.1,No,527,29.7,2.71,92,13.4,1173.26212,0.464,10.9,4,0.024551
49.4,No,566,29.2,2.75,89,18.2,923.136931,0.453,10.8,4,0.021929
47.8,No,592,28.8,2.75,86,27.3,934.428563,0.447,10.7,5,0.199993
46.2,No,633,28.3,2.69,87,30,918.432717,0.44,10.6,4,1.982287
45.3,No,654,27.9,2.61,88,34.1,915.775754,0.437,10.7,5,1.965662
44.5,No,675,27.4,2.67,88,34.8,862.9463118,0.437,10.7,5,1.949543
44.8,No,666,26.9,1.8,89,34.6,781.5145936,0.439,10.7,5,1.933728
45.5,No,648,26.4,1.99,9,33.8,63.636279,0.44,10.5,5,0.191897
46.4,No,622,25.9,2.95,84,32.5,47.89395,0.446,10.4,5,0.192312
47.8,No,586,25.4,2.86,78,31.2,437.819184,0.443,10.3,5,1.885955
49.3,No,543,24.9,3.1,82,29.8,474.8197876,0.445,9.6,5,1.868699
58.1,No,329,26.7,0.01,49,0.9,458.4651734,0.426,9.9,8,0.439737
61.1,No,258,26.1,0.01,75,1.1,454.1222236,0.419,9.8,9,4.286291
67,No,261,25.6,0.01,8,1.2,415.361958,0.416,9.6,9,4.181563
62,No,266,25,3.72,77,1.5,379.689583,0.406,9.5,9,0.047167
59.7,No,272,24.5,3.64,71,1.8,327.42597,0.403,9.6,9,3.948125
59.2,No,277,24,3.75,84,2.1,33.667491,0.4,9.7,10,3.811528
58.6,No,281,23.4,3.88,79,2.4,232.61732,0.394,9.8,10,3.662993
57.9,No,286,22.9,4.03,67,2.8,21.3733292,0.383,9.9,10,3.512932
56.7,No,32,22.4,4.05,66,3,178.92799,0.377,10,11,3.375838
55.3,No,316,22,4.19,66,3.1,168.648254,0.372,10.1,12,0.326123
54,No,329,21.5,4.24,47,3.2,149.4452549,0.335,10.2,12,3.176414
50,No,42,21.1,4.21,49,3.2,133.494518,0.373,10.3,13,3.116233
56,No,371,2.7,4.27,51,3.1,177.285187,0.376,10.4,13,0.362863
51.5,No,333,2.4,4.4,54,3.1,174.1815473,0.386,10.5,14,2.991132
51.9,No,39,2.2,4.46,56,3.1,183.4149991,0.338,8.7,14,2.884522
73.4,Yes,169,61.9,15.19,93,0.1,16554.97139,0.841,16.5,0,2.932367
73,Yes,178,61.4,15.04,93,0.1,15712.82376,0.834,16.4,0,2.957689
73,Yes,176,6.9,15.14,93,0.1,14341.836,0.83,16.5,0,2.987773
72.8,Yes,18,6.5,12.66,92,0.1,14357.73679,0.826,16.7,0,0.328115
72.4,Yes,188,6,12.9,95,0.1,11984.86857,0.824,16.8,0,0.397282
72.2,Yes,192,59.7,12.4,98,0.1,11837.3913,0.825,16.6,0,3.162916
71.1,Yes,224,59.3,13.3,96,0.1,14961.56818,0.82,16.5,0,3.198231
72,Yes,24,59,13.4,95,0.1,12297.91535,0.812,16.4,0,3.231294
76,Yes,229,58.7,12.7,94,0.1,924.642548,0.807,16.4,0,0.326999
78,Yes,222,58.4,12.3,93,0.1,7863.1629,0.798,16.2,0,3.322528
71.6,Yes,24,58.1,12.1,9,0.1,676.966998,0.792,16.3,0,0.337775
71.6,Yes,22,57.8,11.29,91,0.1,555.535669,0.78,15.8,0,3.415213
71.4,Yes,22,57.5,11,97,0.1,4146.987928,0.77,15.3,0,0.344367
71.2,Yes,21,57.2,10.2,97,0.1,353.147337,0.757,14.7,0,0.347818
71.6,Yes,2,56.9,9.87,92,0.1,3297.35471,0.745,14,0,3.499536
81.7,Yes,65,6.9,11.12,99,0.1,119172.7418,0.892,13.9,0,0.556319
81.4,Yes,68,6.5,11.02,99,0.1,113751.85,0.892,13.9,0,0.054336
81.1,Yes,7,6.1,11.34,99,0.1,16749.136,0.892,13.9,0,0.053946
88,Yes,72,59.6,11.5,96,0.1,115761.577,0.894,13.9,0,0.518347
86,Yes,73,59.2,11.36,96,0.1,14965.361,0.884,13.7,0,0.056953
83,Yes,76,58.8,11.42,96,0.1,13198.6693,0.888,13.5,0,0.497783
80,Yes,8,58.4,11.53,96,0.1,114293.8433,0.887,13.5,0,0.048865
79.7,Yes,82,57.9,11.75,96,0.1,1618.4928,0.877,13.5,0,0.479993
79.4,Yes,85,57.5,11.98,99,0.1,89739.7117,0.88,13.5,0,0.472637
78.8,Yes,9,57,11.84,99,0.1,8289.69641,0.874,13.5,0,0.465158
78.7,Yes,92,56.4,12.42,99,0.1,75716.3518,0.867,13.5,0,0.045895
78.6,Yes,92,55.8,12.61,99,0.1,65445.8853,0.865,13.6,0,0.045163
78.3,Yes,95,55.2,12.91,99,0.1,5293.64115,0.86,13.5,0,0.446175
78,Yes,96,54.6,12.89,99,0.1,48179.4285,0.854,13.4,0,0.441525
77.8,Yes,98,54,13.14,99,0.1,48735.99549,0.848,13.5,0,0.004363
65.1,No,225,2,0.01,73,0.3,452.4631926,0.509,10.3,29,2.358981
64.7,No,23,19.5,0.87,73,0.4,461.723722,0.508,10.3,29,22.961146
64.3,No,235,19,0.87,71,0.4,443.9611,0.506,10.2,30,22.346573
63.8,No,241,18.5,0.97,73,0.4,454.963464,0.504,10.2,31,21.743949
63.3,No,248,18,1.03,7,0.5,412.739341,0.503,10.2,32,2.115164
62.8,No,254,17.6,0.91,76,0.5,415.6893226,0.5,9.7,33,2.569121
62.3,No,259,17.1,0.68,77,0.5,47.733254,0.491,9.4,34,19.996469
61.9,No,261,16.7,0.71,83,0.6,377.8482928,0.483,9.1,35,19.433523
61.4,No,263,16.3,0.68,83,0.6,292.157443,0.478,9,36,1.888268
69,No,265,15.8,0.72,8,0.6,274.819723,0.473,8.9,37,18.336724
64,No,267,15.4,0.81,74,0.6,245.1235876,0.466,8.7,38,1.782997
59.9,No,268,15,0.93,65,0.7,316.7998965,0.457,8.5,40,17.279141
59.3,No,271,14.7,0.9,61,0.7,262.2859481,0.462,8.3,41,16.765117
58.7,No,276,14.3,1.05,6,0.7,278.555732,0.456,8.2,42,1.626932
57.9,No,283,13.9,1.16,58,0.6,245.939659,0,8,44,1.576686
57.6,No,377,19.2,0.01,87,5.1,354.7253961,0.466,10.7,27,1.768838
56.7,No,394,18.8,0.01,89,6.3,332.922339,0.459,10.7,29,16.577147
55.3,No,42,18.4,0.01,95,8.3,374.51882,0.454,10.7,31,0.169735
54.1,No,441,18,1.23,97,11.2,512.125451,0.444,10.6,32,15.627618
52.9,No,462,17.6,1.08,86,13.7,458.8681744,0.43,10.2,35,1.516795
51.5,No,491,17.3,1.16,93,14.9,42.7379657,0.415,9.9,36,1.471462
50,No,525,16.9,1.27,92,16.9,372.842678,0.4,9.6,36,14.271234
48.5,No,559,16.6,1.18,88,19.3,32.2227274,0.387,9.7,37,1.384969
47.1,No,587,16.2,1.18,99,21.1,297.6971211,0.377,9.6,38,13.429262
46,No,66,15.9,1.04,94,22.4,28.3673842,0.371,9.7,39,1.339711
45.1,No,615,15.5,1.11,94,23.4,274.2256294,0.366,10,40,1.267638
44.6,No,613,15.2,1.08,85,24.2,26.152517,0.362,10.3,43,12.336687
44,No,67,14.8,1.1,79,24.7,29.9798977,0.388,10.4,46,1.213711
43.5,No,599,14.4,1.15,86,25.1,146.7615397,0.387,10.1,48,11.695863
43.1,No,588,14.1,1.18,73,25.5,153.2594872,0.391,10.7,51,11.376172
74.8,No,126,39.5,0.52,97,0.1,11183.96191,0.783,13,4,0.322817
74.6,No,128,38.5,0.53,97,0.1,1882.27842,0.779,12.9,3,2.976724
74.5,No,129,37.4,0.53,97,0.1,1779.49641,0.776,12.9,3,2.917456
74.3,No,13,36.3,0.51,96,0.1,145.1262,0.774,13,3,28.635128
74.1,No,131,35.3,0.49,96,0.1,971.356987,0.764,12.8,3,28.112289
74,No,131,34.4,0.47,97,0.1,7326.744435,0.756,12.6,3,2.765383
73.8,No,132,33.4,0.47,97,0.1,8513.629541,0.747,12.5,3,2.711169
73.7,No,133,32.5,0.43,97,0.1,7269.17114,0.736,12.3,3,26.625845
73.6,No,134,31.6,0.42,95,0.1,6222.982955,0.732,12.7,3,26.143566
73.4,No,135,3.7,0.46,96,0.1,5593.822995,0.734,12.9,3,25.659393
73.2,No,137,29.8,0.49,95,0.1,4955.477743,0.731,12.7,3,2.517419
73.1,No,138,28.8,0.48,96,0.1,4463.675893,0.724,12.1,3,2.468873
72.9,No,14,27.9,0.49,94,0.1,4167.364387,0.723,12,4,24.198811
72.7,No,144,27,0.53,95,0.1,3915.11546,0.725,11.9,4,2.369897
72.4,No,149,26,0.54,98,0.1,445.17471,0.715,11.6,4,2.318568
78.2,No,62,26.2,0.01,99,0.1,7716.2415,0.693,12.7,0,4.1e-5
77.9,No,64,25.1,0.01,99,0.1,7112.33575,0.683,12.4,0,3.93e-4
77.6,No,65,24.1,0.01,99,0.1,6541.7465,0.675,12.1,0,3.85e-4
77.3,No,67,23.1,1.92,96,0.1,6497.55443,0.663,11.8,0,3.77e-4
76.7,No,73,22.1,1.83,97,0.1,633.79498,0.653,11.6,0,3.67e-4
76.3,No,75,21.2,1.59,98,0.1,597.1659,0.651,11.8,0,3.6e-5
75.9,No,81,2.3,1.76,98,0.1,5828.621374,0.641,11.8,0,3.62e-4
75.4,No,82,19.5,1.78,98,0.1,52.862285,0.632,11.9,0,3.49e-4
75,No,88,18.7,1.62,98,0.1,4428.522898,0.622,12,0,3.33e-4
74.3,No,93,18,1.47,98,0.1,3488.493769,0.625,12.1,0,3.21e-4
73.4,No,16,17.3,1.6,96,0.1,3853.33348,0.617,12.2,0,3.12e-4
72.7,No,112,16.7,1.75,98,0.1,3432.247841,0.601,11.8,0,3.4e-5
71.8,No,124,16.2,1.95,98,0.1,32.37239,0.597,12,0,2.97e-4
78,No,129,15.6,1.98,97,0.1,298.67598,0.587,11.8,0,2.92e-4
69.6,No,139,15.2,1.83,98,0.1,2182.99711,0.577,11.3,0,2.86e-4
57.8,No,272,23.2,0.01,74,1.6,825.5729915,0.43,8.2,52,16.962846
57.3,No,275,22.5,0.01,7,1.6,777.659139,0.421,8,53,16.477818
57.2,No,27,21.9,0.01,72,1.5,777.3476868,0.411,7.7,53,0.016667
56.8,No,271,21.3,0.61,72,1.5,835.88998,0.404,7.5,54,1.554989
56.5,No,273,2.7,0.6,77,1.5,78.377632,0.396,7.3,54,0.157585
56,No,276,2.2,0.59,77,1.6,697.153124,0.385,7.1,55,1.466597
55.5,No,278,19.6,0.57,74,1.6,689.6784228,0.36,5.8,55,14.138216
55,No,282,19,0.55,76,1.7,595.6368319,0.363,6.4,56,1.367566
54.3,No,288,18.5,0.53,79,1.8,521.6425796,0.35,6.1,57,1.322764
53.6,No,29,18,0.55,78,1.9,487.942556,0.338,5.8,57,12.798763
52.8,No,296,17.5,0.49,7,2,439.3572924,0.333,5.5,58,1.239196
52,No,299,17,0.54,67,2.2,391.791281,0.318,5.2,59,0.125128
51.2,No,31,16.5,0.53,65,2.3,334.22416,0.308,4.9,60,11.638929
55,No,34,16.1,0.51,56,2.4,36.8473237,0.297,4.6,60,11.293258
49.8,No,37,15.6,0.47,53,2.5,269.3483829,0.291,4.4,60,0.196769
81.4,Yes,55,69.2,8.49,99,0.1,2618.92599,0.847,14.3,0,0.427364
81.1,Yes,57,68.8,8.58,99,0.1,2393.1888,0.828,14.2,0,0.423374
81,Yes,58,68.4,7.67,99,0.1,2193.8836,0.821,14.1,0,0.419455
87,Yes,59,68,6.91,96,0.1,22821.847,0.826,14.8,0,0.416268
83,Yes,62,67.6,7.91,76,0.1,2187.79469,0.819,14.6,0,0.041458
82,Yes,63,67.1,7.38,73,0.1,2675.58259,0.815,14.4,0,0.412477
80,Yes,64,66.6,7.14,72,0.1,21928.767,0.813,14.6,0,0.049379
79.6,Yes,65,66.1,7.45,76,0.1,19375.5696,0.808,14.4,0,0.046724
79.3,Yes,66,65.6,8.84,83,0.1,16671.5672,0.809,14.8,0,0.004538
79,Yes,67,65,6.41,94,0.1,15835.34667,0.805,14.8,0,0.043834
78.7,Yes,69,64.5,6.53,89,0.1,1519.5497,0.797,14.2,0,0.041268
78.5,Yes,71,63.9,6.7,94,0.1,13689.98999,0.79,13.8,0,0.398582
78.2,Yes,75,63.4,5.73,95,0.1,11843.9392,0.786,13.8,0,0.395969
77.8,Yes,79,62.8,5.62,95,0.1,1121.78636,0.783,13.7,0,0.039328
77.5,Yes,8,62.3,5.59,94,0.1,1139.5651,0.779,13.8,0,0.003987
63,No,26,3.1,0.01,84,0.9,1326.66882,0.509,8.5,8,0.046392
62.7,No,28,29.4,0.01,8,1.1,145.57838,0.501,8.2,8,0.394617
62.5,No,29,28.8,0.01,8,1.2,1364.283745,0.491,7.8,8,0.383239
62.2,No,212,28.1,0.01,73,1.2,1393.261593,0.487,7.7,8,3.717672
62,No,214,27.4,0.01,52,1.2,123.383675,0.484,7.6,8,0.369543
61.7,No,215,26.8,0.01,63,1.2,146.83851,0.476,7.1,8,0.356288
61.4,No,217,26.1,0.02,73,1.3,1167.535689,0.475,7.2,8,0.347541
61.2,No,219,25.5,0.02,75,1.3,113.3128,0.475,7.4,8,3.312665
69,No,221,24.8,0.01,68,1.3,944.134851,0.466,7.2,8,0.322653
66,No,223,24.2,0.01,71,1.3,697.7451989,0.461,7.2,8,0.031372
64,No,224,23.6,0.01,68,1.3,62.547286,0.451,6.7,8,0.342823
63,No,226,22.9,0.01,75,1.3,528.58661300000006,0.447,6.6,8,2.957117
62,No,228,22.3,0.02,91,1.2,46.9542322,0.446,6.5,7,2.873228
61,No,229,21.7,0.01,75,1.2,464.229758,0.444,6.5,7,0.279729
60,No,23,21.1,0.03,58,1.1,477.476124,0.443,6.4,7,0.279359
74.2,No,148,32.8,0.01,98,0.1,1153.93822,0.769,14.7,0,0.126934
74.1,No,147,32.3,0.01,98,0.1,9637.265,0.765,14.7,0,1.258653
73.9,No,154,31.8,0.01,98,0.1,9291.227619,0.756,14.3,0,1.255882
73.6,No,158,31.3,3.03,98,0.1,9197.26972,0.748,14.1,0,0.125244
73.3,No,163,3.7,2.95,99,0.2,8.376432,0.74,14,0,0.001254
72.8,No,166,3.2,2.83,99,0.1,7318.12641,0.734,13.8,0,1.247429
72.7,No,166,29.7,2.49,99,0.1,83.635,0.728,13.6,0,1.244121
72.9,No,161,29.1,3.24,96,0.1,6574.654338,0.72,13.5,0,0.123963
71.8,No,165,28.6,3.73,98,0.1,5695.969327,0.713,13.4,0,1.233996
72.1,No,168,28,3.94,97,0.1,5116.45424,0.704,13,0,1.228254
71.9,No,168,27.5,4.16,98,0.1,5229.876738,0.696,12.8,0,0.012213
71.5,No,174,26.9,4.08,99,0.1,4623.347642,0.687,12.6,0,0.121337
71.5,No,179,26.4,4.14,88,0.1,3957.51296,0.683,12.5,0,0.124621
71.5,No,177,25.8,4.38,93,0.1,3792.182152,0.673,12.2,0,1.196287
71,No,177,25.3,4.6,88,0.1,3861.32414,0.667,12.1,0,1.186873
76.6,No,122,62.8,5.26,87,0.1,1452.27766,0.754,13.1,31,1.242216
76.6,No,12,62.1,5.23,83,0.1,1298.86766,0.753,12.9,32,122.535969
76.3,No,123,61.5,5.29,99,0.1,982.532572,0.748,12.7,33,1.282837
76.1,No,124,6.8,5.3,97,0.1,9834.472689,0.745,12.6,34,0.119917
75.6,No,127,6.1,5.21,95,0.1,8959.581416,0.739,12.5,35,117.318941
75.7,No,13,59.4,5.27,95,0.1,7748.12331,0.738,12.5,36,11.555228
75.6,No,127,58.7,5.36,96,0.1,9689.52887,0.735,12.3,37,11.366189
76,No,123,57.9,5.35,98,0.1,933.341687,0.731,12.3,38,111.836346
75.8,No,125,57.2,5.11,98,0.1,8767.92258,0.723,12.2,40,1.192378
75.3,No,126,56.4,4.93,98,0.1,7986.798439,0.719,12.2,42,18.472228
75.4,No,124,55.7,4.9,98,0.1,7199.59665,0.714,12.1,44,16.995583
75,No,127,54.9,4.88,98,0.1,6751.998987,0.708,11.9,46,1.564453
75,No,127,54.1,4.77,98,0.1,716.8219,0.703,11.6,49,1.435568
75,No,126,53.2,4.86,97,0.1,731.378864,0.7,11.6,52,0.136768
74.8,No,129,52.4,4.99,97,0.1,672.92113,0.694,11.4,55,11.719673
68.4,No,225,51.5,0.01,99,0.1,4181.583321,0.729,14.8,1,2.923896
68.1,No,227,5.4,0.01,98,0.1,4385.379355,0.72,14.7,1,0.286917
67.8,No,231,49.2,0.01,99,0.1,4368.82248,0.712,14.7,1,2.814226
67.3,No,235,48,0.01,99,0.1,3769.595255,0.701,14.6,1,2.761516
66.3,No,25,46.9,5.8,96,0.1,265.353659,0.693,14.3,1,0.271265
66.9,No,235,45.9,4.61,96,0.1,1717.898761,0.686,13.8,1,2.668289
67.4,No,225,44.9,4.26,95,0.1,2139.625631,0.673,13.4,2,2.628131
65.9,No,26,43.9,3.79,99,0.1,1634.81431,0.661,13,2,0.259167
65,No,271,43,2.91,98,0.1,1334.651896,0.649,12.7,2,0.255812
64.5,No,274,42.1,2.75,99,0.1,998.8226671,0.637,11.8,2,2.526446
64,No,284,41.3,1.75,99,0.1,797.8377432,0.621,11.2,2,2.496832
64,No,271,4.5,1.31,98,0.1,646.561295,0.609,10.5,2,2.469286
63.8,No,263,39.8,2.43,98,0.1,571.51883,0.599,10.1,2,2.443659
63.2,No,266,39.1,2.87,95,0.1,524.145924,0.588,9.4,2,2.419776
62.8,No,274,38.5,2.79,94,0.1,474.2133361,0.582,8.9,2,2.397436
75.9,No,17,61.3,0.01,91,0.1,7378.345289,0.803,15.1,0,0.062181
75.8,No,19,6.7,0.01,94,0.1,7186.429787,0.799,15.1,0,0.062127
75.6,No,11,6.2,0.01,94,0.1,6586.71929,0.797,15.1,0,0.006261
75.4,No,113,59.7,6.56,95,0.1,7318.742449,0.792,15.1,0,0.006279
75.3,No,115,59.1,6.56,93,0.1,6682.281158,0.787,15,0,0.619428
75,No,117,58.5,6.45,91,0.1,6698.79439,0.785,14.6,0,0.618294
74.6,No,121,57.8,6.17,95,0.1,7325.73474,0.774,14.2,0,0.616969
74.2,No,125,57.2,4.98,92,0.1,5957.145693,0.762,13.6,0,0.615875
73.8,No,13,56.5,5.38,9,0.1,4383.59597,0.751,13.2,0,0.061525
74.1,No,96,57.5,0.43,99,0.1,3154.513484,0.64,12.1,18,3.431882
73.9,No,97,56.5,0.45,99,0.1,3111.762887,0.634,12.1,18,33.824769
73.6,No,99,55.5,0.55,99,0.1,294.746728,0.623,11.6,19,33.333789
73.3,No,14,54.6,0.54,98,0.1,339.91616,0.612,11.2,19,32.858823
72.8,No,11,53.6,0.56,99,0.1,2834.2472,0.603,10.7,20,3.249639
72.3,No,116,52.7,0.62,99,0.1,2861.5545,0.596,10.5,20,31.989897
71.8,No,123,51.7,0.51,99,0.1,2884.94776,0.589,10.3,21,31.596855
71.4,No,128,5.8,0.56,95,0.1,2494.353552,0.581,10,21,31.225881
71,No,133,49.9,0.58,97,0.1,2191.478567,0.575,10,22,3.869346
